repo_id,github_repo_id,repo_name,full_name,description,topics,language,language,owner_id,github_owner_id,owner_login,visibility,private,disabled,fork,archived,default_branch,language,language,stargazers_count,watchers,watchers_count,forks_count,forks,open_issues_count,created_at,updated_at,pushed_at
0671e333-8a12-50ea-94fd-da1984df8382,205781888,abstrakt,microsoft/abstrakt,"Business oriented, config driven DevOps",,Go,Go,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,Go,Go,9,9,9,9,9,15,2019-09-02 05:20:12+00:00,2025-11-25 19:29:02+00:00,2023-10-25 16:50:26+00:00
ff3c7906-e738-5b3a-9e5c-7bc8b0266861,596644036,aca-dev-day,microsoft/aca-dev-day,Documentation and Workshop steps for Azure Container Apps Dev Day,,JavaScript,JavaScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,JavaScript,JavaScript,3,3,3,1,1,8,2023-02-02 16:24:08+00:00,2025-11-25 19:20:17+00:00,2024-12-05 23:35:46+00:00
ad0a3c13-fb71-52f1-96d3-886995e098f3,155906961,academic-knowledge-exploration-services-utilities,microsoft/academic-knowledge-exploration-services-utilities,Utility tools and scripts for interacting with Microsoft Academic Knowledge Exploration Service (MAKES),,PowerShell,PowerShell,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,master,PowerShell,PowerShell,12,12,12,7,7,1,2018-11-02 18:32:12+00:00,2025-11-25 19:30:25+00:00,2022-08-15 14:49:03+00:00
fb932ed0-b66c-5287-9f98-71c4082438f4,61397447,AcademicContent,microsoft/AcademicContent,"Free tech resources for faculty, students, researchers, life-long learners, and academic community builders for use in tech based courses, workshops, and hackathons.","azure,classroom,computer-science,faculty,hackathons,labs,python,students,tech,tech-resources,tech-talks,workshops",,,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,main,,,2789,2789,2789,961,961,0,2016-06-17 19:28:18+00:00,2026-01-27 00:44:43+00:00,2025-08-21 15:25:38+00:00
b27054c7-2faa-5291-bde1-8f11bb0336c5,641087409,acc,microsoft/acc,Apps Command Center Accelerator,,Bicep,Bicep,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Bicep,Bicep,4,4,4,2,2,1,2023-05-15 18:50:29+00:00,2025-11-25 19:27:52+00:00,2023-06-08 21:18:19+00:00
e09b9135-3af8-5b63-85ef-abf80ee7a8a6,307846249,acc-vm-engine,microsoft/acc-vm-engine,ACC VM template generator,,Go,Go,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Go,Go,7,7,7,10,10,2,2020-10-27 22:45:26+00:00,2025-11-25 19:21:21+00:00,2023-12-18 21:56:44+00:00
ff96c6c8-de5b-5f63-9c3e-e5cba7d972af,143079769,accbpg,microsoft/accbpg,Accelerated Bregman Proximal Gradient Methods,,Jupyter Notebook,Jupyter Notebook,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,Jupyter Notebook,Jupyter Notebook,29,29,29,11,11,0,2018-07-31 23:23:10+00:00,2025-12-23 07:32:20+00:00,2023-06-12 19:02:37+00:00
9164a624-3b2a-566c-9902-470e2e96290c,32419990,AccCheckerExtensionForVS,microsoft/AccCheckerExtensionForVS,Detect and resolve common accessibility issues before you ship your code with a free Visual Studio extension.,,C#,C#,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,C#,C#,22,22,22,11,11,2,2015-03-17 20:57:51+00:00,2025-11-26 10:09:11+00:00,2022-11-28 19:14:33+00:00
12960b94-7fce-5949-b848-03e8330dacd5,814489792,accelerated-dft,microsoft/accelerated-dft,Repository to host supporting information and code samples for Accelerated DFT,,Jupyter Notebook,Jupyter Notebook,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Jupyter Notebook,Jupyter Notebook,36,36,36,2,2,1,2024-06-13 05:53:57+00:00,2026-01-09 10:37:29+00:00,2025-04-29 21:04:44+00:00
cc981499-bdb9-5c4d-827e-6aa71f119a22,81911108,acceleratoRs,microsoft/acceleratoRs,"Data science and AI solution accelerator suite that provides templates for prototyping, reporting, and presenting data science analytics of specific domains","data-science,r",HTML,HTML,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,HTML,HTML,147,147,147,140,140,2,2017-02-14 06:04:55+00:00,2025-09-19 07:30:21+00:00,2022-08-31 15:22:04+00:00
11dd199b-96c3-5647-8a7d-fbaee15a9595,410044642,Accera,microsoft/Accera,"Open source cross-platform compiler for compute-intensive loops used in AI algorithms, from Microsoft Research","compiler,cpu-scheduling,cross-compiler,cross-platform,cuda-kernels,gpu-acceleration,loop-fusion,loop-scheduling,loop-unrolling,machine-learning-algorithms,optimization-framework,python-library,research,rocm-kernel,tuning-parameters",C++,C++,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,C++,C++,116,116,116,21,21,4,2021-09-24 17:14:51+00:00,2026-01-18 19:23:26+00:00,2023-10-10 20:07:19+00:00
aab12854-e52e-57a3-aad7-b622e595797f,270963908,access-reviews-samples,microsoft/access-reviews-samples,"This repo contains sample code that demonstrates programmatic access to Azure AD Access Reviews. Sample code includes reading and managing Access Reviews, as well as working on decisions and results of Access Reviews.",,PowerShell,PowerShell,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,master,PowerShell,PowerShell,49,49,49,18,18,3,2020-06-09 09:48:00+00:00,2025-11-25 19:27:32+00:00,2021-07-08 12:30:45+00:00
e8ca7980-d906-56b1-84fd-81cebdce5a8e,238191527,accessibility-announcer,microsoft/accessibility-announcer,A tool to provide the screen reader announcements on the web.,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,master,TypeScript,TypeScript,7,7,7,2,2,1,2020-02-04 11:37:30+00:00,2025-11-25 19:28:27+00:00,2021-02-12 12:42:32+00:00
6e4a3b3d-7b1a-5f12-a015-cd5b56a54c40,238042767,accessibility-insights-action,microsoft/accessibility-insights-action,Github Action to scan for accessibility issues in github pages,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,93,93,93,45,45,26,2020-02-03 19:20:37+00:00,2026-01-25 05:30:40+00:00,2026-01-22 00:20:17+00:00
8422889f-2d59-537a-a319-00908919d7c0,243875832,accessibility-insights-for-android-service,microsoft/accessibility-insights-for-android-service,Accessibility Insights for Android service,,Java,Java,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,main,Java,Java,56,56,56,52,52,0,2020-02-29 00:00:38+00:00,2025-12-08 09:00:22+00:00,2023-06-26 13:08:27+00:00
4fa11328-70fb-5dc7-a946-4fe804157ecd,160751350,accessibility-insights-service,microsoft/accessibility-insights-service,Accessibility Insights Service,accessibility-insights,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,75,75,75,53,53,26,2018-12-07 00:55:32+00:00,2026-01-22 17:07:18+00:00,2026-01-22 23:48:06+00:00
b2bfbded-1b55-5d50-84f9-53657a24339b,160750261,accessibility-insights-web,microsoft/accessibility-insights-web,Accessibility Insights for Web,"accessibility,accessibility-insights,chromeextension,hacktoberfest,reactjs,typescript",TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,890,890,890,168,168,70,2018-12-07 00:40:02+00:00,2026-01-26 10:31:32+00:00,2026-01-23 08:32:55+00:00
5895ffb5-a1ef-5174-a89d-067490a134be,160750843,accessibility-insights-windows,microsoft/accessibility-insights-windows,Accessibility Insights for Windows,"accessibility,accessibility-insights,hacktoberfest,microsoft,tool,windows",C#,C#,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,C#,C#,510,510,510,111,111,20,2018-12-07 00:48:10+00:00,2026-01-21 11:44:00+00:00,2025-11-04 07:34:43+00:00
9ceae731-a128-55e0-a9ba-c4feefc6ad39,675986760,Accessible-Connect,microsoft/Accessible-Connect,Accessible videoconferencing platform focusing on DHH (Deaf and Hard of Hearing).,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,2,2,2,3,3,16,2023-08-08 07:15:44+00:00,2025-11-25 19:28:18+00:00,2023-10-28 04:48:47+00:00
4010fded-f92b-57f6-bfb8-6fd63044b63c,205215545,AccessorFramework,microsoft/AccessorFramework,A C++ SDK for building cyber-physical applications using the Accessor Model,"accessors,actor-model,cpp,cyber-physical-systems,iot",C++,C++,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,C++,C++,13,13,13,7,7,2,2019-08-29 17:24:38+00:00,2025-12-22 10:23:29+00:00,2020-02-25 22:22:00+00:00
e955ec3c-0580-52de-91cf-61ecc9b0ba23,225860378,AccountGuard,microsoft/AccountGuard,Security ARM Templates for AccountGuard Enrollees ,,PowerShell,PowerShell,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,master,PowerShell,PowerShell,8,8,8,8,8,1,2019-12-04 12:19:12+00:00,2025-11-25 19:24:53+00:00,2020-02-10 01:27:49+00:00
9fbb4604-ca46-5949-a8c1-b8f6b3207543,50415500,ace,microsoft/ace,Build Cordova apps with true native UI,,Objective-C++,Objective-C++,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,master,Objective-C++,Objective-C++,849,849,849,151,151,25,2016-01-26 08:41:38+00:00,2026-01-17 05:08:08+00:00,2024-03-06 10:31:58+00:00
b96f499b-11cc-5db0-b6ac-d7a9b0df3246,595338104,ace-ux-components,microsoft/ace-ux-components,,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,1,main,TypeScript,TypeScript,14,14,14,3,3,0,2023-01-30 21:56:14+00:00,2025-12-03 06:45:05+00:00,2024-11-21 21:24:30+00:00
baa4eeee-e99e-51a6-9720-b6f604bcc928,1067453203,acon,microsoft/acon,"Official implementation of paper ""ACON: Optimizing Context Compression for Long-horizon LLM Agents""",,Python,Python,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Python,Python,48,48,48,6,6,1,2025-09-30 21:59:59+00:00,2026-01-20 04:27:39+00:00,2025-10-14 08:12:20+00:00
49510c35-c046-528e-82bb-0725bf22efb7,298142651,acoustic-bird-detection,microsoft/acoustic-bird-detection,Machine learning tools for acoustic bird detection,,Jupyter Notebook,Jupyter Notebook,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Jupyter Notebook,Jupyter Notebook,47,47,47,18,18,2,2020-09-24 01:57:25+00:00,2025-11-25 19:21:41+00:00,2020-10-15 15:16:15+00:00
1cd5ce43-b664-56f2-915d-c6a2ee918f3b,393144531,Acoustic-Perception-for-Virtual-AI-Agents,microsoft/Acoustic-Perception-for-Virtual-AI-Agents,"This repository contains source code demonstrating the techniques discussed in the associated paper, ""Efficient Acoustic Perception for Virtual AI Agents""",,C++,C++,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,C++,C++,10,10,10,5,5,1,2021-08-05 18:58:39+00:00,2025-11-25 19:29:25+00:00,2022-02-18 21:38:12+00:00
974a999a-3794-557d-b0eb-be3b2c729f3c,236407033,AcousticScatteringData,microsoft/AcousticScatteringData,Synthetic exterior acoustic scattering data and sample parsing code.,"acoustic-scattering-data,acoustics,convolutional-neural-networks,dataset,deep-neural-networks,icassp-2020,matlab,octave-bands,scattering",MATLAB,MATLAB,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,master,MATLAB,MATLAB,16,16,16,7,7,1,2020-01-27 02:24:04+00:00,2025-11-25 19:28:12+00:00,2020-02-05 18:31:26+00:00
263bbaf5-1b4a-5d92-8471-f70afe3f1b13,830662142,acr,microsoft/acr,"Azure Container Registry samples, troubleshooting tips and references",,,,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,1,0,main,,,2,2,2,1,1,1,2024-07-18 18:02:48+00:00,2025-11-25 19:29:37+00:00,2024-07-18 18:04:19+00:00
85bb5dda-7b7e-58de-ae8a-97f15140d0a6,511542598,acs-kitchen-sink,microsoft/acs-kitchen-sink,Demonstrating different Azure Communication Services features,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,4,4,4,1,1,9,2022-07-07 13:39:56+00:00,2025-11-25 19:20:35+00:00,2023-07-19 18:52:53+00:00
32326d28-38d2-5d8c-84c5-3411a3a32d7f,434039371,act,microsoft/act,AML Command Transfer. A lightweight tool to transfer any command line to Azure Machine Learning Services,,Python,Python,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Python,Python,20,20,20,3,3,1,2021-12-02 01:14:21+00:00,2025-11-25 19:29:30+00:00,2024-05-23 17:25:07+00:00
31b58cbd-b31d-5750-b9df-ff8f8eccec49,538711962,action-armttk,microsoft/action-armttk,Github Action for running ARM-TTK,,Shell,Shell,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,Shell,Shell,4,4,4,8,8,9,2022-09-19 21:59:40+00:00,2025-11-25 19:19:53+00:00,2024-02-06 11:48:45+00:00
9fce4646-2f2c-5d94-9b73-872fb6a8976d,462909622,action-publish-symbols,microsoft/action-publish-symbols,GitHub Action to publish symbols to the Azure DevOps Package Management symbol server (Artifacts server).,,TypeScript,TypeScript,0dd58109-d16c-5fac-9308-c895180d7869,6154722,microsoft,public,0,0,0,0,main,TypeScript,TypeScript,8,8,8,9,9,8,2022-02-23 21:20:38+00:00,2025-11-25 19:29:33+00:00,2024-04-26 22:50:21+00:00
